001*;USA oder Kanada
0049 5130*;Wedemark
0049 5131*;Garbsen
0049 5132*;Lehrte
0049 5135*;Burgwedel-Fuhrberg
0049 5136*;Burgdorf Kr. Hannover
0049 5137*;Seelze
0049 5138*;Sehnde
0049 5139*;Burgwedel
0049 5141*;Celle
0049 5142*;Eschede
0049 5143*;Winsen Aller
0049 5144*;Wathlingen
0049 5145*;Beedenbostel
0049 5146*;Wietze
0049 5147*;Uetze-Hänigsen
0049 5148*;Steinhorst Niedersachs
0049 5149*;Wienhausen
0049 5151*;Hameln
0049 5152*;Hessisch Oldendorf
0049 5153*;Salzhemmendorf
0049 5154*;Aerzen
0049 5155*;Emmerthal
0049 5156*;Coppenbrügge
0049 5157*;Emmerthal-Börry
0049 5158*;Hemeringen
0049 5159*;Coppenbrügge-Bisperode
0049 5161*;Walsrode
0049 5162*;Fallingbostel
0049 5163*;Fallingbostel-Dorfmark
0049 5164*;Hodenhagen
0049 5165*;Rethem Aller
0049 5166*;Walsrode-Kirchboitzen
0049 5167*;Walsrode-Westenholz
0049 5168*;Walsrode-Stellichte
0049 5171*;Peine
0049 5172*;Ilsede
0049 5173*;Uetze
0049 5174*;Lahstedt
0049 5175*;Lehrte-Arpke
0049 5176*;Edemissen
0049 5177*;Edemissen-Abbensen
0049 5181*;Alfeld Leine
0049 5182*;Gronau Leine
0049 5183*;Lamspringe
0049 5184*;Freden Leine
0049 5185*;Duingen
0049 5186*;Salzhemmendorf-Wallensen
0049 5187*;Delligsen
0049 5190*;Soltau-Emmingen
0049 5191*;Soltau
0049 5192*;Munster
0049 5193*;Schneverdingen
0049 5194*;Bispingen
0049 5195*;Neuenkirchen Kr. Soltau
0049 5196*;Wietzendorf
0049 5197*;Soltau-Frielingen
0049 5198*;Schneverdingen-Wintermoor
0049 5199*;Schneverdingen-Heber
0049 5201*;Halle Westf
0049 5202*;Oerlinghausen
0049 5203*;Werther Westf
0049 5204*;Steinhagen Westf
0049 5205*;Bielefeld-Sennestadt
0049 5206*;Bielefeld-Jöllenbeck
0049 5207*;Schloß Holte-Stukenbrock
0049 5208*;Leopoldshöhe
0049 5209*;Gütersloh-Friedrichsdorf
0049 521*;Bielefeld
0049 5221*;Herford
0049 5222*;Bad Salzuflen
0049 5223*;Bünde
0049 5224*;Enger Westf
0049 5225*;Spenge
0049 5226*;Bruchmühlen Westf
0049 5228*;Vlotho-Exter
0049 5231*;Detmold
0049 5232*;Lage
0049 5233*;Steinheim Westf
0049 5234*;Horn-Bad Meinberg
0049 5235*;Blomberg Lippe
0049 5236*;Blomberg-Großenmarpe
0049 5237*;Augustdorf
0049 5238*;Nieheim-Himmighausen
0049 5241*;Gütersloh
0049 5242*;Rheda-Wiedenbrück
0049 5244*;Rietberg
0049 5245*;Herzebrock-Clarholz
0049 5246*;Verl
0049 5247*;Harsewinkel
0049 5248*;Langenberg Kr. Gütersloh
0049 5250*;Delbrück Westf
0049 5251*;Paderborn
0049 5252*;Bad Lippspringe
0049 5253*;Bad Driburg
0049 5254*;Paderborn-Schloß Neuhaus
0049 5255*;Altenbeken
0049 5257*;Hövelhof
0049 5258*;Salzkotten
0049 5259*;Bad Driburg-Neuenheerse
0049 5261*;Lemgo
0049 5262*;Extertal
0049 5263*;Barntrup
0049 5264*;Kalletal
0049 5265*;Dörentrup
0049 5266*;Lemgo-Kirchheide
0049 5271*;Höxter
0049 5272*;Brakel Westf
0049 5273*;Beverungen
0049 5274*;Nieheim
0049 5275*;Höxter-Ottbergen
0049 5276*;Marienmünster
0049 5277*;Höxter-Fürstenau
0049 5278*;Höxter-Ovenhausen
0049 5281*;Bad Pyrmont
0049 5282*;Schieder
0049 5283*;Lügde-Rischenau
0049 5284*;Schwalenberg
0049 5285*;Bad Pyrmont-Kleinenberg
0049 5286*;Ottenstein Niedersachs
0049 5292*;Lichtenau-Atteln
0049 5293*;Paderborn-Dahl
0049 5294*;Hövelhof-Espeln
0049 5295*;Lichtenau Westf
0049 5300*;Salzgitter-Üfingen
0049 5301*;Lehre-Essenrode
0049 5302*;Vechelde
0049 5303*;Wendeburg
0049 5304*;Meine
0049 5305*;Sickte
0049 5306*;Cremlingen
0049 5307*;Braunschweig-Wenden
0049 5308*;Lehre
0049 5309*;Lehre-Wendhausen
0049 531*;Braunschweig
0049 5320*;Torfhaus
0049 5321*;Goslar
0049 5322*;Bad Harzburg
0049 5323*;Clausthal-Zellerfeld
0049 5324*;Vienenburg
0049 5325*;Goslar-Hahnenklee
0049 5326*;Langelsheim
0049 5327*;Bad Grund Harz
0049 5328*;Altenau Harz
0049 5329*;Schulenberg i. Oberharz
0049 5331*;Wolfenbüttel
0049 5332*;Schöppenstedt
0049 5333*;Dettum
0049 5334*;Hornburg Kr. Wolfenbüttel
0049 5335*;Schladen
0049 5336*;Semmenstedt
0049 5337*;Kissenbrück
0049 5339*;Gielde
0049 5341*;Salzgitter
0049 5344*;Lengede
0049 5345*;Baddeckenstedt
0049 5346*;Liebenburg
0049 5347*;Burgdorf b. Salzgitter
0049 5351*;Helmstedt
0049 5352*;Schöningen
0049 5353*;Königslutter a. Elm
0049 5354*;Jerxheim
0049 5355*;Frellstedt
0049 5356*;Helmstedt-Barmke
0049 5357*;Grasleben
0049 5358*;Bahrdorf-Mackendorf
0049 5361*;Wolfsburg
0049 5362*;Wolfsburg-Fallersleben
0049 5363*;Wolfsburg-Vorsfelde
0049 5364*;Velpke
0049 5365*;Wolfsburg-Neindorf
0049 5366*;Jembke
0049 5367*;Rühen
0049 5368*;Parsau
0049 5371*;Gifhorn
0049 5372*;Meinersen
0049 5373*;Hillerse Kr. Gifhorn
0049 5374*;Isenbüttel
0049 5375*;Müden Aller
0049 5376*;Wesendorf
0049 5377*;Ehra-Lessien
0049 5378*;Sassenburg-Platendorf
0049 5379*;Sassenburg-Grußendorf
0049 5381*;Seesen
0049 5382*;Bad Gandersheim
0049 5383*;Lutter a. Barenberge
0049 5384*;Seesen-Groß Rhüden
0049 5401*;Georgsmarienhütte
0049 5402*;Bissendorf Kr. Osnabrück
0049 5403*;Bad Iburg
0049 5404*;Westerkappeln
0049 5405*;Hasbergen Kr. Osnabrück
0049 5406*;Belm
0049 5407*;Wallenhorst
0049 5409*;Hilter am Teutoburger Wal
0049 541*;Osnabrück
0049 5421*;Dissen a. Teutoburger Wald
0049 5422*;Melle
0049 5423*;Versmold
0049 5424*;Bad Rothenfelde
0049 5425*;Borgholzhausen
0049 5426*;Glandorf
0049 5427*;Melle Wiehengeb-Buer
0049 5428*;Melle Wiehengeb-Neuenkirc
0049 5429*;Melle Wiehengeb-Wellingho
0049 5431*;Quakenbrück
0049 5432*;Löningen
0049 5433*;Badbergen
0049 5434*;Essen Oldb
0049 5435*;Berge b. Quakenbrück
0049 5436*;Nortrup
0049 5437*;Menslage
0049 5438*;Bakum-Lüsche
0049 5439*;Bersenbrück
0049 5441*;Diepholz
0049 5442*;Barnstorf Kr. Diepholz
0049 5443*;Lemförde
0049 5444*;Wagenfeld
0049 5445*;Drebber
0049 5446*;Rehden
0049 5447*;Lembruch
0049 5448*;Barver
0049 5451*;Ibbenbüren
0049 5452*;Mettingen Westf
0049 5453*;Recke
0049 5454*;Hörstel-Riesenbeck
0049 5455*;Tecklenburg-Brochterbeck
0049 5456*;Velpe
0049 5457*;Hopsten-Schale
0049 5458*;Hopsten
0049 5459*;Hörstel
0049 5461*;Bramsche Hase
0049 5462*;Ankum
0049 5464*;Alfhausen
0049 5465*;Neuenkirchen b. Bramsche
0049 5466*;Merzen
0049 5467*;Voltlage
0049 5468*;Bramsche-Engter
0049 5471*;Bohmte
0049 5472*;Bad Essen
0049 5473*;Ostercappeln
0049 5474*;Stemwede-Dielingen
0049 5475*;Bohmte-Hunteburg
0049 5476*;Ostercappeln-Venne
0049 5481*;Lengerich Westf
0049 5482*;Tecklenburg
0049 5483*;Lienen
0049 5484*;Lienen-Kattenvenne
0049 5485*;Ladbergen
0049 5491*;Damme Dümmer
0049 5492*;Steinfeld Oldb
0049 5493*;Neuenkirchen Oldb
0049 5494*;Holdorf Niedersachs
0049 5495*;Neuenkirchen-Vörden
0049 5502*;Dransfeld
0049 5503*;Nörten-Hardenberg
0049 5504*;Friedland Kr. Göttingen
0049 5505*;Hardegsen
0049 5506*;Adelebsen
0049 5507*;Ebergötzen
0049 5508*;Gleichen-Rittmarshausen
0049 5509*;Rosdorf Kr. Göttingen
0049 551*;Göttingen
0049 5520*;Braunlage
0049 5521*;Herzberg a. Harz
0049 5522*;Osterode a. Harz
0049 5523*;Bad Sachsa
0049 5524*;Bad Lauterberg i. Harz
0049 5525*;Walkenried
0049 5527*;Duderstadt
0049 5528*;Gieboldehausen
0049 5529*;Rhumspringe
0049 5531*;Holzminden
0049 5532*;Stadtoldendorf
0049 5533*;Bodenwerder
0049 5534*;Eschershausen a. d Lenne
0049 5535*;Polle
0049 5536*;Holzminden-Neuhaus
0049 5541*;Hannoversch Münden
0049 5542*;Witzenhausen
0049 5543*;Staufenberg Niedersachs
0049 5544*;Reinhardshagen
0049 5545*;Hedemünden
0049 5546*;Scheden
0049 5551*;Northeim
0049 5552*;Katlenburg
0049 5553*;Kalefeld
0049 5554*;Moringen
0049 5555*;Moringen-Fredelsloh
0049 5556*;Lindau Harz
0049 5561*;Einbeck
0049 5562*;Dassel-Markoldendorf
0049 5563*;Kreiensen
0049 5564*;Dassel
0049 5565*;Einbeck-Wenzen
0049 5571*;Uslar
0049 5572*;Bodenfelde
0049 5573*;Uslar-Volpriehausen
0049 5574*;Oberweser
0049 5582*;Sankt Andreasberg
0049 5583*;Braunlage-Hohegeiß
0049 5584*;Hattorf a. Harz
0049 5585*;Herzberg-Sieber
0049 5586*;Wieda
0049 5592*;Gleichen-Bremke
0049 5593*;Bovenden-Lenglern
0049 5594*;Bovenden-Reyershausen
0049 5601*;Schauenburg
0049 5602*;Hessisch Lichtenau
0049 5603*;Gudensberg
0049 5604*;Großalmerode
0049 5605*;Kaufungen Hess
0049 5606*;Zierenberg
0049 5607*;Fuldatal
0049 5608*;Söhrewald
0049 5609*;Ahnatal
0049 561*;Kassel
0049 5621*;Bad Wildungen
0049 5622*;Fritzlar
0049 5623*;Edertal
0049 5624*;Bad Emstal
0049 5625*;Naumburg Hess
0049 5626*;Bad Zwesten
0049 5631*;Korbach
0049 5632*;Willingen Upland
0049 5633*;Diemelsee
0049 5634*;Waldeck-Sachsenhausen
0049 5635*;Vöhl
0049 5636*;Lichtenfels-Goddelsheim
0049 5641*;Warburg
0049 5642*;Warburg-Scherfede
0049 5643*;Borgentreich
0049 5644*;Willebadessen-Peckelsheim
0049 5645*;Borgentreich-Borgholz
0049 5646*;Willebadessen
0049 5647*;Lichtenau-Kleinenberg
0049 5648*;Brakel-Gehrden
0049 5650*;Cornberg
0049 5651*;Eschwege
0049 5652*;Bad Sooden-Allendorf
0049 5653*;Sontra
0049 5654*;Herleshausen
0049 5655*;Wanfried
0049 5656*;Waldkappel
0049 5657*;Meißner
0049 5658*;Wehretal
0049 5659*;Ringgau
0049 5661*;Melsungen
0049 5662*;Felsberg Hess
0049 5663*;Spangenberg
0049 5664*;Morschen
0049 5665*;Guxhagen
0049 5671*;Hofgeismar
0049 5672*;Bad Karlshafen
0049 5673*;Immenhausen Hess
0049 5674*;Grebenstein
0049 5675*;Trendelburg
0049 5676*;Liebenau Hess
0049 5677*;Calden-Westuffeln
0049 5681*;Homberg Efze
0049 5682*;Borken Hess
0049 5683*;Wabern Hess
0049 5684*;Frielendorf
0049 5685*;Knüllwald
0049 5686*;Schwarzenborn Knüll
0049 5691*;Bad Arolsen
0049 5692*;Wolfhagen
0049 5693*;Volkmarsen
0049 5694*;Diemelstadt
0049 5695*;Twistetal
0049 5696*;Bad Arolsen-Landau
0049 5702*;Petershagen-Lahde
0049 5703*;Hille
0049 5704*;Petershagen-Friedewalde
0049 5705*;Petershagen-Windheim
0049 5706*;Porta Westfalica
0049 5707*;Petershagen
0049 571*;Minden Westf
0049 5721*;Stadthagen
0049 5722*;Bückeburg
0049 5723*;Bad Nenndorf
0049 5724*;Obernkirchen
0049 5725*;Lindhorst b. Stadthagen
0049 5726*;Wiedensahl
0049 5731*;Bad Oeynhausen
0049 5732*;Löhne
0049 5733*;Vlotho
0049 5734*;Bergkirchen Westf
0049 5741*;Lübbecke
0049 5742*;Preußisch Oldendorf
0049 5743*;Espelkamp-Gestringen
0049 5744*;Hüllhorst
0049 5745*;Stemwede-Levern
0049 5746*;Rödinghausen
0049 5751*;Rinteln
0049 5752*;Auetal-Hattendorf
0049 5753*;Auetal-Bernsen
0049 5754*;Extertal-Bremke
0049 5755*;Kalletal-Varenholz
0049 5761*;Stolzenau
0049 5763*;Uchte
0049 5764*;Steyerberg
0049 5765*;Raddestorf
0049 5766*;Rehburg-Loccum
0049 5767*;Warmsen
0049 5768*;Petershagen-Heimsen
0049 5769*;Steyerberg-Voigtei
0049 5771*;Rahden Westf
0049 5772*;Espelkamp
0049 5773*;Stemwede-Wehdem
0049 5774*;Wagenfeld-Ströhen
0049 5775*;Diepenau
0049 5776*;Preußisch Ströhen
0049 5777*;Diepenau-Essern
0049 5802*;Wrestedt
0049 5803*;Rosche
0049 5804*;Rätzlingen
0049 5805*;Oetzen
0049 5806*;Barum a. Bad Bevensen
0049 5807*;Altenmedingen
0049 5808*;Gerdau
0049 581*;Uelzen
0049 5820*;Suhlendorf
0049 5821*;Bad Bevensen
0049 5822*;Ebstorf
0049 5823*;Bienenbüttel
0049 5824*;Bad Bodenteich
0049 5825*;Wieren
0049 5826*;Suderburg
0049 5827*;Unterlüß
0049 5828*;Himbergen
0049 5829*;Wriedel
0049 5831*;Wittingen
0049 5832*;Hankensbüttel
0049 5833*;Brome
0049 5834*;Wittingen-Knesebeck
0049 5835*;Wahrenholz
0049 5836*;Wittingen-Radenbeck
0049 5837*;Sprakensehl
0049 5838*;Groß Oesingen
0049 5839*;Wittingen-Ohrdorf
0049 5840*;Schnackenburg
0049 5841*;Lüchow Niedersachs
0049 5842*;Schnega
0049 5843*;Wustrow Wendland
0049 5844*;Clenze
0049 5845*;Bergen Dumme
0049 5846*;Gartow
0049 5848*;Trebel
0049 5849*;Waddeweitz
0049 5850*;Neetze
0049 5851*;Dahlenburg
0049 5852*;Bleckede
0049 5853*;Neu Darchau
0049 5854*;Bleckede-Barskamp
0049 5855*;Nahrendorf
0049 5857*;Bleckede-Brackede
0049 5858*;Hitzacker-Wietzetze
0049 5859*;Thomasburg
0049 5861*;Dannenberg Elbe
0049 5862*;Hitzacker
0049 5863*;Zernien
0049 5864*;Jameln
0049 5865*;Gusborn
0049 5872*;Stoetze
0049 5873*;Eimke
0049 5874*;Soltendieck
0049 5875*;Emmendorf
0049 5882*;Gorleben
0049 5883*;Lemgow
0049 5901*;Fürstenau b. Bramsche
0049 5902*;Freren
0049 5903*;Emsbüren
0049 5904*;Lengerich Emsl
0049 5905*;Beesten
0049 5906*;Lünne
0049 5907*;Geeste
0049 5908*;Wietmarschen-Lohne
0049 5909*;Wettrup
0049 591*;Lingen Ems
0049 5921*;Nordhorn
0049 5922*;Bad Bentheim
0049 5923*;Schüttorf
0049 5924*;Bad Bentheim-Gildehaus
0049 5925*;Wietmarschen
0049 5926*;Engden
0049 5931*;Meppen
0049 5932*;Haren Ems
0049 5933*;Lathen
0049 5934*;Haren-Rütenbrock
0049 5935*;Twist-Schöninghsdorf
0049 5936*;Twist
0049 5937*;Geeste-Groß Hesepe
0049 5939*;Sustrum
0049 5941*;Neuenhaus Dinkel
0049 5942*;Uelsen
0049 5943*;Emlichheim
0049 5944*;Hoogstede
0049 5945*;Wilsum
0049 5946*;Georgsdorf
0049 5947*;Laar Vechte
0049 5948*;Itterbeck
0049 5951*;Werlte
0049 5952*;Sögel
0049 5953*;Börger
0049 5954*;Lorup
0049 5955*;Esterwegen
0049 5956*;Rastdorf
0049 5957*;Lindern Oldb
0049 5961*;Haselünne
0049 5962*;Herzlake
0049 5963*;Bawinkel
0049 5964*;Lähden
0049 5965*;Klein Berßen
0049 5966*;Meppen-Apeldorn
0049 5971*;Rheine
0049 5973*;Neuenkirchen Kr. Steinfurt
0049 5975*;Rheine-Mesum
0049 5976*;Salzbergen
0049 5977*;Spelle
0049 5978*;Hörstel-Dreierwalde
0049 6002*;Ober-Mörlen
0049 6003*;Rosbach v d Höhe
0049 6004*;Lich-Eberstadt
0049 6007*;Rosbach-Rodheim
0049 6008*;Echzell
0049 6020*;Heigenbrücken
0049 6021*;Aschaffenburg
0049 6022*;Obernburg a. Main
0049 6023*;Alzenau Unterfr
0049 6024*;Schöllkrippen
0049 6026*;Großostheim
0049 6027*;Stockstadt a. Main
0049 6028*;Sulzbach a. Main
0049 6029*;Mömbris
0049 6031*;Friedberg Hess
0049 6032*;Bad Nauheim
0049 6033*;Butzbach
0049 6034*;Wöllstadt
0049 6035*;Reichelsheim Wetterau
0049 6036*;Wölfersheim
0049 6039*;Karben
0049 6041*;Glauburg
0049 6042*;Büdingen Hess
0049 6043*;Nidda
0049 6044*;Schotten Hess
0049 6045*;Gedern
0049 6046*;Ortenberg Hess
0049 6047*;Altenstadt Hess
0049 6048*;Büdingen-Eckartshaus
0049 6049*;Kefenrod
0049 6050*;Biebergemünd
0049 6051*;Gelnhausen
0049 6052*;Bad Orb
0049 6053*;Wächtersbach
0049 6054*;Birstein
0049 6055*;Freigericht
0049 6056*;Bad Soden-Salmünster
0049 6057*;Flörsbachtal
0049 6058*;Gründau
0049 6059*;Jossgrund
0049 6061*;Michelstadt
0049 6062*;Erbach Odenw
0049 6063*;Bad König
0049 6066*;Michelstadt-Vielbrunn
0049 6068*;Beerfelden
0049 6071*;Dieburg
0049 6073*;Babenhausen Hess
0049 6074*;Rödermark
0049 6078*;Groß-Umstadt
0049 6081*;Usingen
0049 6082*;Niederreifenberg
0049 6083*;Weilrod
0049 6084*;Schmitten Taunus
0049 6085*;Waldsolms
0049 6086*;Grävenwiesbach
0049 6087*;Waldems
0049 6092*;Heimbuchenthal
0049 6093*;Laufach
0049 6094*;Weibersbrunn
0049 6095*;Bessenbach
0049 6096*;Wiesen Unterfr
0049 6101*;Bad Vilbel
0049 6102*;Neu-Isenburg
0049 6103*;Langen Hess
0049 6104*;Heusenstamm
0049 6105*;Mörfelden-Walldorf
0049 6106*;Rodgau
0049 6107*;Kelsterbach
0049 6108*;Mühlheim a. Main
0049 6109*;Frankfurt-Bergen-Enkheim
0049 611*;Wiesbaden
0049 6120*;Aarbergen
0049 6122*;Hofheim-Wallau
0049 6123*;Eltville am Rhein
0049 6124*;Bad Schwalbach
0049 6126*;Idstein
0049 6127*;Niedernhausen Taunus
0049 6128*;Taunusstein
0049 6129*;Schlangenbad
0049 6130*;Schwabenheim a. d Selz
0049 6131*;Mainz
0049 6132*;Ingelheim a. Rhein
0049 6133*;Oppenheim
0049 6134*;Mainz-Kastel
0049 6135*;Bodenheim Rhein
0049 6136*;Nieder-Olm
0049 6138*;Mommenheim
0049 6139*;Budenheim
0049 6142*;Rüsselsheim
0049 6144*;Bischofsheim b. Rüsselsheim
0049 6145*;Flörsheim am Main
0049 6146*;Hochheim am Main
0049 6147*;Trebur
0049 6150*;Weiterstadt
0049 6151*;Darmstadt
0049 6152*;Groß-Gerau
0049 6154*;Ober-Ramstadt
0049 6155*;Griesheim Hess
0049 6157*;Pfungstadt
0049 6158*;Riedstadt
0049 6159*;Messel
0049 6161*;Brensbach
0049 6162*;Reinheim Odenw
0049 6163*;Höchst i. Odw
0049 6164*;Reichelsheim Odenwald
0049 6165*;Breuberg
0049 6166*;Fischbachtal
0049 6167*;Modautal
0049 6171*;Oberursel Taunus
0049 6172*;Bad Homburg vor der Höhe
0049 6173*;Kronberg im Taunus
0049 6174*;Königstein im Taunus
0049 6175*;Friedrichsdorf Taunus
0049 6181*;Hanau
0049 6182*;Seligenstadt
0049 6183*;Erlensee
0049 6184*;Langenselbold
0049 6185*;Hammersbach Hess
0049 6186*;Großkrotzenburg
0049 6187*;Schöneck Hess
0049 6188*;Kahl a. Main
0049 6190*;Hattersheim am Main
0049 6192*;Hofheim am Taunus
0049 6195*;Kelkheim Taunus
0049 6196*;Bad Soden am Taunus
0049 6198*;Eppstein
0049 6201*;Weinheim
0049 6202*;Schwetzingen
0049 6203*;Ladenburg
0049 6204*;Viernheim
0049 6205*;Hockenheim
0049 6206*;Lampertheim
0049 6207*;Wald-Michelbach
0049 6209*;Mörlenbach
0049 621*;Ludwigshafen/Mannheim
0049 6220*;Wilhelmsfeld
0049 6221*;Heidelberg
0049 6222*;Wiesloch
0049 6223*;Neckargemünd
0049 6224*;Sandhausen Baden
0049 6226*;Meckesheim
0049 6227*;Walldorf Baden
0049 6228*;Schönau
0049 6229*;Neckarsteinach
0049 6231*;Hochdorf-Assenheim
0049 6232*;Speyer
0049 6233*;Frankenthal Pfalz
0049 6234*;Mutterstadt
0049 6235*;Schifferstadt
0049 6236*;Neuhofen Pfalz
0049 6237*;Maxdorf
0049 6238*;Dirmstein
0049 6239*;Bobenheim-Roxheim
0049 6241*;Worms
0049 6242*;Osthofen
0049 6243*;Monsheim
0049 6244*;Westhofen Rheinhess
0049 6245*;Biblis
0049 6246*;Eich Rheinhess
0049 6247*;Worms-Pfeddersheim
0049 6249*;Guntersblum
0049 6251*;Bensheim
0049 6252*;Heppenheim Bergstraße
0049 6253*;Fürth Odenw
0049 6254*;Lautertal Odenwald
0049 6255*;Lindenfels
0049 6256*;Lampertheim-Hüttenfeld
0049 6257*;Seeheim-Jugenheim
0049 6258*;Gernsheim
0049 6261*;Mosbach Baden
0049 6262*;Aglasterhausen
0049 6263*;Neckargerach
0049 6264*;Neudenau
0049 6265*;Billigheim Baden
0049 6266*;Haßmersheim
0049 6267*;Fahrenbach Baden
0049 6268*;Hüffenhardt
0049 6269*;Gundelsheim Württ
0049 6271*;Eberbach Baden
0049 6272*;Hirschhorn Neckar
0049 6274*;Waldbrunn Odenw
0049 6275*;Rothenberg Odenw
0049 6276*;Hesseneck
0049 6281*;Buchen Odenw
0049 6282*;Walldürn
0049 6283*;Hardheim Odenw
0049 6284*;Mudau
0049 6285*;Walldürn-Altheim
0049 6286*;Walldürn-Rippberg
0049 6287*;Limbach Baden
0049 6291*;Adelsheim
0049 6292*;Seckach
0049 6293*;Schefflenz
0049 6294*;Krautheim Jagst
0049 6295*;Rosenberg Baden
0049 6296*;Ahorn Baden
0049 6297*;Ravenstein Baden
0049 6298*;Möckmühl
0049 6301*;Otterbach Pfalz
0049 6302*;Winnweiler
0049 6303*;Enkenbach-Alsenborn
0049 6304*;Wolfstein Pfalz
0049 6305*;Hochspeyer
0049 6306*;Trippstadt
0049 6307*;Schopp
0049 6308*;Olsbrücken
0049 631*;Kaiserslautern
0049 6321*;Neustadt a. d Weinstraße
0049 6322*;Bad Dürkheim
0049 6323*;Edenkoben
0049 6324*;Haßloch
0049 6325*;Lambrecht Pfalz
0049 6326*;Deidesheim
0049 6327*;Neustadt-Lachen
0049 6328*;Elmstein
0049 6329*;Weidenthal Pfalz
0049 6331*;Pirmasens
0049 6332*;Zweibrücken
0049 6333*;Waldfischbach-Burgalben
0049 6334*;Thaleischweiler-Fröschen
0049 6335*;Trulben
0049 6336*;Dellfeld
0049 6337*;Großbundenbach
0049 6338*;Hornbach Pfalz
0049 6339*;Großsteinhausen
0049 6340*;Wörth-Schaidt
0049 6341*;Landau i. d Pfalz
0049 6342*;Schweigen-Rechtenbach
0049 6343*;Bad Bergzabern
0049 6344*;Schwegenheim
0049 6345*;Albersweiler
0049 6346*;Annweiler a. Trifels
0049 6347*;Hochstadt Pfalz
0049 6348*;Offenbach a. d Queich
0049 6349*;Billigheim-Ingenheim
0049 6351*;Eisenberg Pfalz
0049 6352*;Kirchheimbolanden
0049 6353*;Freinsheim
0049 6355*;Albisheim Pfrimm
0049 6356*;Carlsberg Pfalz
0049 6357*;Standenbühl
0049 6358*;Kriegsfeld
0049 6359*;Grünstadt
0049 6361*;Rockenhausen
0049 6362*;Alsenz
0049 6363*;Niederkirchen
0049 6364*;Nußbach Pfalz
0049 6371*;Landstuhl
0049 6372*;Bruchmühlbach-Miesau
0049 6373*;Schönenberg-Kübelberg
0049 6374*;Weilerbach
0049 6375*;Wallhalben
0049 6381*;Kusel
0049 6382*;Lauterecken
0049 6383*;Glan-Münchweiler
0049 6384*;Konken
0049 6385*;Reichenbach-Steegen
0049 6386*;Altenkirchen Pfalz
0049 6387*;St. Julian
0049 6391*;Dahn
0049 6392*;Hauenstein Pfalz
0049 6393*;Fischbach b. Dahn
0049 6394*;Bundenthal
0049 6395*;Münchweiler a. d Rodalb
0049 6396*;Hinterweidenthal
0049 6397*;Leimen Pfalz
0049 6398*;Vorderweidenthal
0049 6400*;Mücke
0049 6401*;Grünberg Hess
0049 6402*;Hungen
0049 6403*;Linden Hess
0049 6404*;Lich Hess
0049 6405*;Laubach Hess
0049 6406*;Lollar
0049 6407*;Rabenau
0049 6408*;Buseck
0049 6409*;Biebertal
0049 641*;Gießen
0049 6420*;Lahntal
0049 6421*;Marburg
0049 6422*;Kirchhain
0049 6423*;Wetter Hess
0049 6424*;Ebsdorfergrund
0049 6425*;Rauschenberg Hess
0049 6426*;Fronhausen
0049 6427*;Cölbe-Schönstadt
0049 6428*;Stadtallendorf
0049 6429*;Schweinsberg Hess
0049 6430*;Hahnstätten
0049 6431*;Limburg a. d Lahn
0049 6432*;Diez
0049 6433*;Hadamar
0049 6434*;Bad Camberg
0049 6435*;Wallmerod
0049 6436*;Dornburg Hessen
0049 6438*;Hünfelden
0049 6439*;Holzappel
0049 6440*;Kölschhausen
0049 6441*;Wetzlar
0049 6442*;Braunfels
0049 6443*;Ehringshausen Dill
0049 6444*;Bischoffen
0049 6445*;Schöffengrund
0049 6446*;Hohenahr
0049 6447*;Langgöns-Niederkleen
0049 6449*;Ehringshausen-Katzenfurt
0049 6451*;Frankenberg Eder
0049 6452*;Battenberg
0049 6453*;Gemünden Wohra
0049 6454*;Lichtenfels-Sachsenberg
0049 6455*;Frankenau Hess
0049 6456*;Haina Kloster
0049 6457*;Burgwald Eder
0049 6458*;Rosenthal Hess
0049 6461*;Biedenkopf
0049 6462*;Gladenbach
0049 6464*;Angelburg-Gönnern
0049 6465*;Breidenbach b. Biedenkopf
0049 6466*;Dautphetal-Friedensdorf
0049 6467*;Hatzfeld Eder
0049 6468*;Dautphetal-Mornshausen
0049 6471*;Weilburg
0049 6472*;Weilmünster
0049 6473*;Leun
0049 6474*;Villmar
0049 6475*;Weilmünster-Wolfenhausen
0049 6476*;Mengerskirchen
0049 6477*;Greifenstein-Nenderoth
0049 6478*;Greifenstein-Ulm
0049 6479*;Waldbrunn Westerw
0049 6482*;Runkel
0049 6483*;Selters Taunus
0049 6484*;Beselich
0049 6485*;Nentershausen Westerw
0049 6486*;Katzenelnbogen
0049 6500*;Waldrach
0049 6501*;Konz
0049 6502*;Schweich
0049 6503*;Hermeskeil
0049 6504*;Thalfang
0049 6505*;Kordel
0049 6506*;Welschbillig
0049 6507*;Neumagen-Dhron
0049 6508*;Hetzerath Mosel
0049 6509*;Büdlich
0049 651*;Trier
0049 6522*;Mettendorf
0049 6523*;Holsthum
0049 6524*;Rodershausen
0049 6525*;Irrel
0049 6526*;Bollendorf
0049 6527*;Oberweis
0049 6531*;Bernkastel-Kues
0049 6532*;Zeltingen-Rachtig
0049 6533*;Morbach Hunsrück
0049 6534*;Mülheim Mosel
0049 6535*;Osann-Monzel
0049 6536*;Kleinich
0049 6541*;Traben-Trarbach
0049 6542*;Bullay
0049 6543*;Büchenbeuren
0049 6544*;Rhaunen
0049 6545*;Blankenrath
0049 6550*;Irrhausen
0049 6551*;Prüm
0049 6552*;Olzheim
0049 6553*;Schönecken
